,paper,reference
1152,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.
1153,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Equational weighted tree transformations.
1154,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.
1155,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Complete Problems for Space Bounded Subclasses of NP.
1156,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Persistence of Vector Replacement Systems is Decidable.
1157,A Note on the Density of Inherently Ambiguous Context-free Languages.,A Note on Multihead Automata and Context-Sensitive Languages
1158,A Note on the Density of Inherently Ambiguous Context-free Languages.,Gobang ist PSPACE-vollständig.
1159,A Note on the Density of Inherently Ambiguous Context-free Languages.,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.
1160,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,A Note on Multihead Automata and Context-Sensitive Languages
1161,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,The Construction of Operator Interfaces Based on Logical Input Devices.
1162,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,Gobang ist PSPACE-vollständig.
1163,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,Automatic Correction of Syntax-Errors in Programming Languages.
1164,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,A theory of formal synthesis via inductive learning.
1165,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,A Conservation Law for G/G/m Queueing Systems.
1166,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,Does indirect addressing matter? - A note.
1167,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,On the Power of Chain Rules in Context Free Grammars.
1168,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.
1169,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,A theory of structural stationarity in the 
1170,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.
1171,Computational Algorithms for Networks of Queues with Rejection Blocking.,Eliminating Unit Productions from LR Parsers.
1172,Computational Algorithms for Networks of Queues with Rejection Blocking.,Minimum Feedback Vertex Sets in Cocomparability Graphs and Convex Bipartite Graphs.
1173,Computational Algorithms for Networks of Queues with Rejection Blocking.,Context-Free Graph Grammars and Concatenation of Graphs.
1174,Computational Algorithms for Networks of Queues with Rejection Blocking.,Synchronized regular expressions.
1175,Computational Algorithms for Networks of Queues with Rejection Blocking.,Pattern Matching in Trees and Nets.
1176,Computational Algorithms for Networks of Queues with Rejection Blocking.,On the Complementation Rule for Multivalued Dependencies in Database Relations.
1177,Computational Algorithms for Networks of Queues with Rejection Blocking.,Least Upper Bound on the Cost of Optimum Binary Search Trees.
1178,Computational Algorithms for Networks of Queues with Rejection Blocking.,Relational structures model of concurrency.
1179,Computational Algorithms for Networks of Queues with Rejection Blocking.,Functional Behavior in Data Spaces.
1180,Compositional Refinements in Multiple Blackboard Systems.,Instruction sequence processing operators.
1181,Compositional Refinements in Multiple Blackboard Systems.,Explaining the Wheel Sieve.
1182,Compositional Refinements in Multiple Blackboard Systems.,A theory of formal synthesis via inductive learning.
1183,Compositional Refinements in Multiple Blackboard Systems.,Data Encodings and Their Costs.
1184,Compositional Refinements in Multiple Blackboard Systems.,Sur une Conjecture de S. Greibach.
1185,Compositional Refinements in Multiple Blackboard Systems.,On regular tree languages and deterministic pushdown automata.
1186,Compositional Refinements in Multiple Blackboard Systems.,Trace Nets and Process Automata.
1187,Compositional Refinements in Multiple Blackboard Systems.,Calculi for Interaction.
1188,Compositional Refinements in Multiple Blackboard Systems.,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.
1189,Compositional Refinements in Multiple Blackboard Systems.,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.
1190,Compositional Refinements in Multiple Blackboard Systems.,Relational structures model of concurrency.
1191,Compositional Refinements in Multiple Blackboard Systems.,Compositional Refinements in Multiple Blackboard Systems.
1192,"Special issue on ""Combining Compositionality and Concurrency"": part 1.",Contextual Nets.
1193,"Special issue on ""Combining Compositionality and Concurrency"": part 1.",A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.
1194,"Special issue on ""Combining Compositionality and Concurrency"": part 1.",Data Refinement by Calculation.
1195,"Special issue on ""Combining Compositionality and Concurrency"": part 1.",An Efficiency Preorder for Processes.
1196,"Special issue on ""Combining Compositionality and Concurrency"": part 1.",On the Complementation Rule for Multivalued Dependencies in Database Relations.
1197,"Special issue on ""Combining Compositionality and Concurrency"": part 1.",Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.
1198,"Special issue on ""Combining Compositionality and Concurrency"": part 1.",The Expressive Power of Delay Operators in SCCS.
1199,"Special issue on ""Combining Compositionality and Concurrency"": part 1.",Least Upper Bound on the Cost of Optimum Binary Search Trees.
1200,Automatic verification of concurrent systems using a formula-based compositional approach.,Instruction sequence processing operators.
1201,Automatic verification of concurrent systems using a formula-based compositional approach.,A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.
1202,Automatic verification of concurrent systems using a formula-based compositional approach.,Optimizing the Costs of Hierarchical Quorum Consensus.
1203,Automatic verification of concurrent systems using a formula-based compositional approach.,The Synthesis Problem of Petri Nets.
1204,Automatic verification of concurrent systems using a formula-based compositional approach.,Maximum Entropy and the 
1205,Automatic verification of concurrent systems using a formula-based compositional approach.,Automatic verification of concurrent systems using a formula-based compositional approach.
1206,Automatic verification of concurrent systems using a formula-based compositional approach.,On Efficient Entreeings.
1207,On Removing the Machine from the Language.,A theory of formal synthesis via inductive learning.
1208,On Removing the Machine from the Language.,The Synthesis Problem of Petri Nets.
1209,Complete Problems for Space Bounded Subclasses of NP.,STG decomposition strategies in combination with unfolding.
1210,Complete Problems for Space Bounded Subclasses of NP.,Variance Reduction Techniques for the Simulation of Markov Process.
1211,Complete Problems for Space Bounded Subclasses of NP.,Gobang ist PSPACE-vollständig.
1212,Complete Problems for Space Bounded Subclasses of NP.,Recursive Petri nets.
1213,Complete Problems for Space Bounded Subclasses of NP.,Type-based information flow analysis for the pi-calculus.
1214,Complete Problems for Space Bounded Subclasses of NP.,A general account of coinduction up-to.
1215,Efficient controller synthesis for a fragment of MTL,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.
1216,Efficient controller synthesis for a fragment of MTL,Eliminating Unit Productions from LR Parsers.
1217,Efficient controller synthesis for a fragment of MTL,Decomposition of Graphs and Monotone Formula Size of Homogeneous Functions.
1218,Efficient controller synthesis for a fragment of MTL,Deterministic pushdown-CD-systems of stateless deterministic R(1)-automata.
1219,Efficient controller synthesis for a fragment of MTL,Special issue: Synthesis and SYNT 2014.
1220,Efficient controller synthesis for a fragment of MTL,Data Refinement by Calculation.
1221,Efficient controller synthesis for a fragment of MTL,Ein Vollständigkeitssatz für Programme und Schaltkreise.
1222,Efficient controller synthesis for a fragment of MTL,A Conservation Law for G/G/m Queueing Systems.
1223,Efficient controller synthesis for a fragment of MTL,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.
1224,Efficient controller synthesis for a fragment of MTL,Does indirect addressing matter? - A note.
1225,Efficient controller synthesis for a fragment of MTL,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.
1226,Efficient controller synthesis for a fragment of MTL,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.
1227,Two Notions of Correctness and Their Relation to Testing.,Instruction sequence processing operators.
1228,Two Notions of Correctness and Their Relation to Testing.,STG decomposition strategies in combination with unfolding.
1229,Two Notions of Correctness and Their Relation to Testing.,Nonfinite Axiomatizability of the Equational Theory of Shuffle.
1230,Two Notions of Correctness and Their Relation to Testing.,Type-based information flow analysis for the pi-calculus.
1231,Two Notions of Correctness and Their Relation to Testing.,"Demonic, angelic and unbounded probabilistic choices in sequential programs."
1232,Two Notions of Correctness and Their Relation to Testing.,Relational structures model of concurrency.
1233,Two Notions of Correctness and Their Relation to Testing.,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.
1234,Best Huffman Trees.,Optimizing the Costs of Hierarchical Quorum Consensus.
1235,Best Huffman Trees.,A Conservation Law for G/G/m Queueing Systems.
1236,Best Huffman Trees.,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.
1237,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,COSY - A System Specification Language Based on Paths and Processes.
1238,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,Instruction sequence processing operators.
1239,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,STG decomposition strategies in combination with unfolding.
1240,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,State complexity of deletion and bipolar deletion.
1241,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,Symbolic checking of Fuzzy CTL on Fuzzy Program Graph.
1242,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,Representation and uniformization of algebraic transductions.
1243,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,Recording the Use of Memory in Right-Boundary Grammars and Push-Down Automata.
1244,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.
1245,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,How to Calculate Symmetries of Petri Nets.
1246,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,Parallel Integer Sorting and Simulation Amongst CRCW Models.
1247,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,The Derivation of Systolic Implementations of Programs.
1248,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,On the Complementation Rule for Multivalued Dependencies in Database Relations.
1249,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,The Expressive Power of Delay Operators in SCCS.
1250,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,Gray visiting Motzkins.
1251,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,On Efficient Entreeings.
1252,The Parsing Problem for Affix Grammars.,Attribute (Re)evaluation in OPTRAN.
1253,The Parsing Problem for Affix Grammars.,A note on autodense related languages.
1254,The Parsing Problem for Affix Grammars.,Representation and uniformization of algebraic transductions.
1255,The Parsing Problem for Affix Grammars.,Type-based information flow analysis for the pi-calculus.
1256,The Parsing Problem for Affix Grammars.,Context-Free Graph Grammars and Concatenation of Graphs.
1257,The Parsing Problem for Affix Grammars.,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.
1258,The Parsing Problem for Affix Grammars.,Modeling Splits in File Structures.
1259,The Parsing Problem for Affix Grammars.,The Expressive Power of Delay Operators in SCCS.
1260,The Parsing Problem for Affix Grammars.,A Workload Model Representative of Static and Dynamic Characteristics.
1261,The Parsing Problem for Affix Grammars.,Gray visiting Motzkins.
1262,The Parsing Problem for Affix Grammars.,A theory of structural stationarity in the 
1263,The Parsing Problem for Affix Grammars.,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.
1264,The Parsing Problem for Affix Grammars.,Two Notions of Correctness and Their Relation to Testing.
1265,On Efficient Entreeings.,Maintaining Range Trees in Secondary Memory. Part I: Partitions.
1266,On Efficient Entreeings.,Fifo Nets Without Order Deadlock.
1267,On Efficient Entreeings.,On Removing the Machine from the Language.
1268,On Efficient Entreeings.,Best Huffman Trees.
1269,On Efficient Entreeings.,On Efficient Entreeings.
1270,Persistence of Vector Replacement Systems is Decidable.,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.
1271,Persistence of Vector Replacement Systems is Decidable.,Representation and uniformization of algebraic transductions.
1272,Persistence of Vector Replacement Systems is Decidable.,Data Encodings and Their Costs.
1273,Persistence of Vector Replacement Systems is Decidable.,Sur une Conjecture de S. Greibach.
1274,Persistence of Vector Replacement Systems is Decidable.,Pattern Matching in Trees and Nets.
1275,Persistence of Vector Replacement Systems is Decidable.,On the Power of Chain Rules in Context Free Grammars.
1276,Persistence of Vector Replacement Systems is Decidable.,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.
1277,Persistence of Vector Replacement Systems is Decidable.,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.
1278,Persistence of Vector Replacement Systems is Decidable.,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.
1279,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.,Bounded Quantification and Relations Recognizable by Finite Automata.
1280,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.,Minimum Feedback Vertex Sets in Cocomparability Graphs and Convex Bipartite Graphs.
1281,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.,Synchronized regular expressions.
1282,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.,On the Power of Chain Rules in Context Free Grammars.
1283,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.
1284,Functional Behavior in Data Spaces.,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.
1285,Functional Behavior in Data Spaces.,The Construction of Operator Interfaces Based on Logical Input Devices.
1286,Functional Behavior in Data Spaces.,Automatic Correction of Syntax-Errors in Programming Languages.
1287,Functional Behavior in Data Spaces.,Context-Free Graph Grammars and Concatenation of Graphs.
1288,Functional Behavior in Data Spaces.,An Efficiency Preorder for Processes.
1289,Functional Behavior in Data Spaces.,On the Power of Chain Rules in Context Free Grammars.
1290,Functional Behavior in Data Spaces.,Trace- and failure-based semantics for responsiveness.
1291,Functional Behavior in Data Spaces.,Least Upper Bound on the Cost of Optimum Binary Search Trees.
1292,Functional Behavior in Data Spaces.,Relational structures model of concurrency.
1293,Functional Behavior in Data Spaces.,On Efficient Entreeings.
1294,Inductive Completion with Retracts.,Recursive Petri nets.
1295,Inductive Completion with Retracts.,Program Refinement in Fair Transition Systems.
1296,Inductive Completion with Retracts.,On the Complementation Rule for Multivalued Dependencies in Database Relations.
1297,Inductive Completion with Retracts.,Complete Problems for Space Bounded Subclasses of NP.
