,paper,reference
288,Deterministic pushdown-CD-systems of stateless deterministic R(1)-automata.,A Note on the Density of Inherently Ambiguous Context-free Languages.
289,Deterministic pushdown-CD-systems of stateless deterministic R(1)-automata.,On Removing the Machine from the Language.
290,Deterministic pushdown-CD-systems of stateless deterministic R(1)-automata.,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.
291,Special issue: Synthesis and SYNT 2014.,Efficient execution of dynamically controllable simple temporal networks with uncertainty.
292,Special issue: Synthesis and SYNT 2014.,Quad Trees: A Data Structure for Retrieval on Composite Keys.
293,Special issue: Synthesis and SYNT 2014.,On the Number of Relational Operators Necessary to Compute Certain Functions of Real Variables.
294,Special issue: Synthesis and SYNT 2014.,Automatic Correction of Syntax-Errors in Programming Languages.
295,Special issue: Synthesis and SYNT 2014.,State space axioms for T-systems.
296,Special issue: Synthesis and SYNT 2014.,On the Look-Ahead Problem in Lexical Analysis.
297,Special issue: Synthesis and SYNT 2014.,Recognizability of graph and pattern languages.
298,Special issue: Synthesis and SYNT 2014.,Reasoning Algebraically about Loops.
299,Special issue: Synthesis and SYNT 2014.,"Semantics, calculi, and analysis for object-oriented specifications."
300,Special issue: Synthesis and SYNT 2014.,NP-complete Problems Simplified on Tree Schemas.
301,Special issue: Synthesis and SYNT 2014.,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.
302,Special issue: Synthesis and SYNT 2014.,Compositional Refinements in Multiple Blackboard Systems.
303,Special issue: Synthesis and SYNT 2014.,Persistence of Vector Replacement Systems is Decidable.
304,Special issue: Synthesis and SYNT 2014.,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.
305,Special issue: Synthesis and SYNT 2014.,Inductive Completion with Retracts.
306,Special issue: Synthesis and SYNT 2014.,Contextual Nets.
307,On the Synchronization in Parallel Communicating Grammar Systems.,Another Polynomial Homomorphism.
308,On the Synchronization in Parallel Communicating Grammar Systems.,Rules of Inference for Procedure Calls.
309,On the Synchronization in Parallel Communicating Grammar Systems.,High Level Tree Transducers and Iterated Pushdown Tree Transducers.
310,On the Synchronization in Parallel Communicating Grammar Systems.,Gobang ist PSPACE-vollständig.
311,On the Synchronization in Parallel Communicating Grammar Systems.,Extended multi bottom-up tree transducers.
312,On the Synchronization in Parallel Communicating Grammar Systems.,Infinite Proof Rules for Loops.
313,On the Synchronization in Parallel Communicating Grammar Systems.,Type-based information flow analysis for the pi-calculus.
314,On the Synchronization in Parallel Communicating Grammar Systems.,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.
315,On the Synchronization in Parallel Communicating Grammar Systems.,A Comparison of Two Synchronizing Concepts.
316,On the Synchronization in Parallel Communicating Grammar Systems.,Redundant Proofs of Non-Interference in Levin-Gries CSP Program Proofs.
317,On the Synchronization in Parallel Communicating Grammar Systems.,A Survey of Normal Form Covers for Context Free Grammars.
318,On the Synchronization in Parallel Communicating Grammar Systems.,Complexity Theory and the Operational Structure of Algebraic Programming Systems.
319,On the Synchronization in Parallel Communicating Grammar Systems.,Fifo Nets Without Order Deadlock.
320,On the Synchronization in Parallel Communicating Grammar Systems.,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.
321,On the Synchronization in Parallel Communicating Grammar Systems.,A Workload Model Representative of Static and Dynamic Characteristics.
322,On the Synchronization in Parallel Communicating Grammar Systems.,A Note on the Density of Inherently Ambiguous Context-free Languages.
323,On the Synchronization in Parallel Communicating Grammar Systems.,Inductive Completion with Retracts.
324,On the Synchronization in Parallel Communicating Grammar Systems.,Complete Parameterized Families of Job Scheduling Strategies.
325,On the Synchronization in Parallel Communicating Grammar Systems.,A Note on Multihead Automata and Context-Sensitive Languages
326,Weakly Context-Sensitive Languages as Model for Programming Languages.,Multitype Multiprogramming Models.
327,Weakly Context-Sensitive Languages as Model for Programming Languages.,Representation and uniformization of algebraic transductions.
328,Weakly Context-Sensitive Languages as Model for Programming Languages.,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.
329,Weakly Context-Sensitive Languages as Model for Programming Languages.,Performance Preorder and Competitive Equivalence.
330,Weakly Context-Sensitive Languages as Model for Programming Languages.,Best Huffman Trees.
331,Weakly Context-Sensitive Languages as Model for Programming Languages.,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.
332,Weakly Context-Sensitive Languages as Model for Programming Languages.,A Note on Multihead Automata and Context-Sensitive Languages
333,Rules of Inference for Procedure Calls.,Bounded Quantification and Relations Recognizable by Finite Automata.
334,Rules of Inference for Procedure Calls.,Rules of Inference for Procedure Calls.
335,Rules of Inference for Procedure Calls.,How to Calculate Symmetries of Petri Nets.
336,Rules of Inference for Procedure Calls.,Synchronized regular expressions.
337,Rules of Inference for Procedure Calls.,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.
338,Rules of Inference for Procedure Calls.,Optimal Multiprogramming.
339,Rules of Inference for Procedure Calls.,The Lattice of Data Refinement.
340,Rules of Inference for Procedure Calls.,Pattern Matching in Trees and Nets.
341,Rules of Inference for Procedure Calls.,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.
342,Rules of Inference for Procedure Calls.,Hex ist PSPACE-vollständig.
343,Rules of Inference for Procedure Calls.,On Efficient Entreeings.
344,The Construction of Operator Interfaces Based on Logical Input Devices.,Efficient execution of dynamically controllable simple temporal networks with uncertainty.
345,The Construction of Operator Interfaces Based on Logical Input Devices.,Gobang ist PSPACE-vollständig.
346,The Construction of Operator Interfaces Based on Logical Input Devices.,State space axioms for T-systems.
347,The Construction of Operator Interfaces Based on Logical Input Devices.,Program Refinement in Fair Transition Systems.
348,The Construction of Operator Interfaces Based on Logical Input Devices.,On the Look-Ahead Problem in Lexical Analysis.
349,The Construction of Operator Interfaces Based on Logical Input Devices.,Data Encodings and Their Costs.
350,The Construction of Operator Interfaces Based on Logical Input Devices.,How to Calculate Symmetries of Petri Nets.
351,The Construction of Operator Interfaces Based on Logical Input Devices.,"Nonterminals, Homomorphisms and Codings in Different Variations of OL-Systems. I. Deterministic Systems."
352,The Construction of Operator Interfaces Based on Logical Input Devices.,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.
353,The Construction of Operator Interfaces Based on Logical Input Devices.,Modeling Splits in File Structures.
354,The Construction of Operator Interfaces Based on Logical Input Devices.,A Modal Logic for Message Passing Processes.
355,The Construction of Operator Interfaces Based on Logical Input Devices.,Optimal Divide-and-Conquer to Compute Measure and Contour for a Set of Iso-Rectangles.
356,The Construction of Operator Interfaces Based on Logical Input Devices.,The Undecidability of the Unification and Matching Problem for Canonical Theories.
357,The Construction of Operator Interfaces Based on Logical Input Devices.,Performance Preorder and Competitive Equivalence.
358,The Construction of Operator Interfaces Based on Logical Input Devices.,Correctness of the Compiling Process Based on Axiomatic Semantics.
359,The Construction of Operator Interfaces Based on Logical Input Devices.,Parallel Integer Sorting and Simulation Amongst CRCW Models.
360,The Construction of Operator Interfaces Based on Logical Input Devices.,On the Power of Chain Rules in Context Free Grammars.
361,The Construction of Operator Interfaces Based on Logical Input Devices.,Branching Processes in the Analysis of the Heights of Trees.
362,The Construction of Operator Interfaces Based on Logical Input Devices.,Disjunctivity and other properties of sets of pseudo-bordered words.
363,The Construction of Operator Interfaces Based on Logical Input Devices.,A Note on the Density of Inherently Ambiguous Context-free Languages.
364,The Construction of Operator Interfaces Based on Logical Input Devices.,On Removing the Machine from the Language.
365,The Construction of Operator Interfaces Based on Logical Input Devices.,On Efficient Entreeings.
366,The Construction of Operator Interfaces Based on Logical Input Devices.,Inductive Completion with Retracts.
367,High Level Tree Transducers and Iterated Pushdown Tree Transducers.,Representation and uniformization of algebraic transductions.
368,High Level Tree Transducers and Iterated Pushdown Tree Transducers.,A Proof System for Distributed Processes.
369,Gobang ist PSPACE-vollständig.,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.
370,Gobang ist PSPACE-vollständig.,Sur une Conjecture de S. Greibach.
371,Gobang ist PSPACE-vollständig.,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.
