,paper,reference
281,High Level Tree Transducers and Iterated Pushdown Tree Transducers.,Recording the Use of Memory in Right-Boundary Grammars and Push-Down Automata.
282,High Level Tree Transducers and Iterated Pushdown Tree Transducers.,On the Look-Ahead Problem in Lexical Analysis.
283,High Level Tree Transducers and Iterated Pushdown Tree Transducers.,A theory of formal synthesis via inductive learning.
284,High Level Tree Transducers and Iterated Pushdown Tree Transducers.,Data Encodings and Their Costs.
285,High Level Tree Transducers and Iterated Pushdown Tree Transducers.,Context-Free Graph Grammars and Concatenation of Graphs.
286,High Level Tree Transducers and Iterated Pushdown Tree Transducers.,On a Class of Recursive Procedures and Equivalent Iterative Ones.
287,High Level Tree Transducers and Iterated Pushdown Tree Transducers.,The stuttering principle revisited.
288,High Level Tree Transducers and Iterated Pushdown Tree Transducers.,Lazy Structure Sharing for Query Optimization.
289,High Level Tree Transducers and Iterated Pushdown Tree Transducers.,Generation of Efficient 
290,High Level Tree Transducers and Iterated Pushdown Tree Transducers.,A Markovian queue with varying number of servers and applications to the performance comparison of HSDPA user equipment.
291,High Level Tree Transducers and Iterated Pushdown Tree Transducers.,A first step in characterizing three-element codes.
292,High Level Tree Transducers and Iterated Pushdown Tree Transducers.,Pattern Matching in Trees and Nets.
293,High Level Tree Transducers and Iterated Pushdown Tree Transducers.,Branching Processes in the Analysis of the Heights of Trees.
294,High Level Tree Transducers and Iterated Pushdown Tree Transducers.,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.
295,High Level Tree Transducers and Iterated Pushdown Tree Transducers.,A theory of structural stationarity in the 
296,High Level Tree Transducers and Iterated Pushdown Tree Transducers.,The Parsing Problem for Affix Grammars.
297,Gobang ist PSPACE-vollständig.,A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.
298,Gobang ist PSPACE-vollständig.,Recording the Use of Memory in Right-Boundary Grammars and Push-Down Automata.
299,Gobang ist PSPACE-vollständig.,The Clean Termination of Iterative Programs.
300,Gobang ist PSPACE-vollständig.,Concurrent Access to Data.
301,Gobang ist PSPACE-vollständig.,Performance Evaluation of Fork and Join Synchronization Primitives.
302,Gobang ist PSPACE-vollständig.,NP-complete Problems Simplified on Tree Schemas.
303,Gobang ist PSPACE-vollständig.,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.
304,A note on autodense related languages.,Bounded Quantification and Relations Recognizable by Finite Automata.
305,A note on autodense related languages.,Special issue: Synthesis and SYNT 2014.
306,A note on autodense related languages.,Optimizing the Costs of Hierarchical Quorum Consensus.
307,A note on autodense related languages.,Concurrent Bisimulations in Petri Nets.
308,A note on autodense related languages.,Recording the Use of Memory in Right-Boundary Grammars and Push-Down Automata.
309,A note on autodense related languages.,Extended multi bottom-up tree transducers.
310,A note on autodense related languages.,Nonfinite Axiomatizability of the Equational Theory of Shuffle.
311,A note on autodense related languages.,Hierarchies of Complete Problems.
312,A note on autodense related languages.,Trace Nets and Process Automata.
313,A note on autodense related languages.,Inhibitionsfelder.
314,A note on autodense related languages.,Performance Evaluation of Fork and Join Synchronization Primitives.
315,A note on autodense related languages.,Correctness of the Compiling Process Based on Axiomatic Semantics.
316,A note on autodense related languages.,The Lattice of Data Refinement.
317,A note on autodense related languages.,A first step in characterizing three-element codes.
318,A note on autodense related languages.,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.
319,A note on autodense related languages.,On Removing the Machine from the Language.
320,A note on autodense related languages.,On Efficient Entreeings.
321,A note on autodense related languages.,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.
322,A note on autodense related languages.,COSY - A System Specification Language Based on Paths and Processes.
323,Solving HPP and SAT by P Systems with Active Membranes and Separation Rules.,A Complete Algebraic Characterization of Behavioral Subtyping.
324,Solving HPP and SAT by P Systems with Active Membranes and Separation Rules.,Solving HPP and SAT by P Systems with Active Membranes and Separation Rules.
325,Solving HPP and SAT by P Systems with Active Membranes and Separation Rules.,Optimal Divide-and-Conquer to Compute Measure and Contour for a Set of Iso-Rectangles.
326,Solving HPP and SAT by P Systems with Active Membranes and Separation Rules.,A new natural structural congruence in the pi-calculus with replication.
327,Solving HPP and SAT by P Systems with Active Membranes and Separation Rules.,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.
328,Solving HPP and SAT by P Systems with Active Membranes and Separation Rules.,"Invariants, Composition, and Substitution."
329,Solving HPP and SAT by P Systems with Active Membranes and Separation Rules.,On Removing the Machine from the Language.
330,Optimizing the Costs of Hierarchical Quorum Consensus.,Gobang ist PSPACE-vollständig.
331,Optimizing the Costs of Hierarchical Quorum Consensus.,Nonfinite Axiomatizability of the Equational Theory of Shuffle.
332,Optimizing the Costs of Hierarchical Quorum Consensus.,Some properties of the disjunctive languages contained in 
333,Optimizing the Costs of Hierarchical Quorum Consensus.,The Lattice of Data Refinement.
334,Optimizing the Costs of Hierarchical Quorum Consensus.,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.
335,Optimizing the Costs of Hierarchical Quorum Consensus.,Complete Parameterized Families of Job Scheduling Strategies.
336,Recursive Petri nets.,Behavioural Approaches to Algebraic Specifications: A Comparative Study.
337,Recursive Petri nets.,Explaining the Wheel Sieve.
338,Recursive Petri nets.,Another Polynomial Homomorphism.
339,Recursive Petri nets.,On the Look-Ahead Problem in Lexical Analysis.
340,Recursive Petri nets.,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.
341,Recursive Petri nets.,Synchronized regular expressions.
342,Recursive Petri nets.,On the Number of Active-Operations Needed to Compute the Discrete Fourier Transform.
343,Recursive Petri nets.,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.
344,Recursive Petri nets.,"Another Look at the ""Longest Ascending Subsequence"" Problem."
345,Recursive Petri nets.,Complexity Theory and the Operational Structure of Algebraic Programming Systems.
346,Recursive Petri nets.,Backtracking in Recursive Computations.
347,Recursive Petri nets.,Parallel Integer Sorting and Simulation Amongst CRCW Models.
348,Recursive Petri nets.,A Workload Model Representative of Static and Dynamic Characteristics.
349,Recursive Petri nets.,Gray visiting Motzkins.
350,Recursive Petri nets.,Hex ist PSPACE-vollständig.
351,Recursive Petri nets.,Relational structures model of concurrency.
352,Recursive Petri nets.,Best Huffman Trees.
353,Recursive Petri nets.,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.
354,Recursive Petri nets.,Eliminating Unit Productions from LR Parsers.
355,Recursive Petri nets.,Domain Independence and the Relational Calculus.
356,Multitype Multiprogramming Models.,Instruction sequence processing operators.
357,Multitype Multiprogramming Models.,Weakly Context-Sensitive Languages as Model for Programming Languages.
358,Multitype Multiprogramming Models.,Optimizing the Costs of Hierarchical Quorum Consensus.
359,Multitype Multiprogramming Models.,Extended multi bottom-up tree transducers.
360,Multitype Multiprogramming Models.,A theory of formal synthesis via inductive learning.
361,Multitype Multiprogramming Models.,A first step in characterizing three-element codes.
362,Multitype Multiprogramming Models.,Trace- and failure-based semantics for responsiveness.
363,Multitype Multiprogramming Models.,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.
364,Multitype Multiprogramming Models.,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.
365,Multitype Multiprogramming Models.,Automatic verification of concurrent systems using a formula-based compositional approach.
366,Multitype Multiprogramming Models.,Contextual Nets.
367,Multitype Multiprogramming Models.,On Parallel Integer Sorting.
368,Automatic Correction of Syntax-Errors in Programming Languages.,Quad Trees: A Data Structure for Retrieval on Composite Keys.
369,Automatic Correction of Syntax-Errors in Programming Languages.,On the Number of Relational Operators Necessary to Compute Certain Functions of Real Variables.
370,Automatic Correction of Syntax-Errors in Programming Languages.,Enhanced prefetching and caching strategies for single- and multi-disk systems.
371,Automatic Correction of Syntax-Errors in Programming Languages.,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.
372,Automatic Correction of Syntax-Errors in Programming Languages.,Ein Vollständigkeitssatz für Programme und Schaltkreise.
373,Automatic Correction of Syntax-Errors in Programming Languages.,On regular tree languages and deterministic pushdown automata.
374,Automatic Correction of Syntax-Errors in Programming Languages.,Maintaining Range Trees in Secondary Memory. Part I: Partitions.
375,Automatic Correction of Syntax-Errors in Programming Languages.,Inhibitionsfelder.
376,Automatic Correction of Syntax-Errors in Programming Languages.,Generation of Efficient 
377,Automatic Correction of Syntax-Errors in Programming Languages.,Stochastic cooperative distributed grammar systems and random graphs.
378,Automatic Correction of Syntax-Errors in Programming Languages.,On Real-Time Cellular Automata and Trellis Automata.
379,Automatic Correction of Syntax-Errors in Programming Languages.,A Survey of Normal Form Covers for Context Free Grammars.
